,VH,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VHVV,VHVV_1,VHVV_2,VHVV_3,VHVV_4,VHVV_5,VHVV_6,VHVV_7,VHVV_8,VHVV_9,VHVV_10,VHVV_11,VHVV_12,VHVV_13
374,-17.86958011,-19.53315588,-20.90334527,-20.3407261,-18.77130327,-16.86816543,-17.64817042,-17.99856791,-19.25640314,-18.44649192,-18.00923006,-17.0343244,-16.58442571,-15.58166739,-7.953391873,-8.215881746,-9.41082002,-9.126226252,-7.439478692,-4.963234612,-6.069771332,-6.69930489,-6.757043742,-5.03777134,-4.650402564,-4.939935612,-5.940997301,-6.535508503
375,-18.61290683,-20.31009926,-20.57717219,-19.29105538,-18.1206503,-16.78844359,-16.81172655,-17.21634323,-17.93707681,-17.81683817,-17.51265048,-16.57660005,-15.84546048,-15.56156743,-8.1926575,-8.62821178,-9.347494229,-8.582793339,-6.880341618,-5.448004721,-6.331674642,-6.73355544,-6.267647773,-5.427433028,-5.256485538,-5.337518206,-5.833670183,-6.948327982
376,-17.31110658,-18.28122181,-20.45098423,-20.0425154,-18.66389724,-16.45326271,-18.3182406,-18.65702668,-19.14511692,-17.92762963,-17.91814029,-17.10180003,-16.57362036,-16.60942023,-7.647429324,-7.557443529,-9.46326876,-8.898065614,-6.773733648,-4.378397391,-6.217622058,-6.868662372,-7.011295617,-5.670043233,-5.489039277,-5.149987302,-5.62680118,-6.742951304
377,-18.59923022,-20.50064376,-21.27670662,-19.87580719,-18.14118107,-17.15468905,-18.25601716,-18.25509758,-18.37435583,-17.92433299,-17.82894559,-16.53398971,-15.89807389,-16.10053072,-8.062664746,-8.893969412,-9.794133993,-8.910187111,-6.947753185,-5.273918301,-6.664496958,-6.708533106,-6.162248534,-4.771195851,-4.592692712,-5.125443321,-6.616165726,-8.075045528
378,-19.25865993,-20.04837204,-21.05637885,-20.38225858,-18.80376726,-16.98850644,-17.32413337,-17.56637345,-18.26036642,-17.66164989,-17.14657828,-16.55678464,-16.06206463,-15.45369532,-7.960279969,-8.681666817,-9.637532124,-8.836467666,-6.738696247,-4.804649835,-6.180133773,-6.766369642,-6.51094048,-5.406300997,-5.03585288,-4.86114414,-5.641838881,-6.996234076
379,-18.17092298,-18.62246078,-20.09958708,-19.93677744,-18.83352899,-16.58779222,-17.1606875,-17.26130213,-17.5208289,-16.7740967,-16.44337412,-16.07050039,-15.57798187,-15.32984857,-8.366802651,-8.27401144,-9.082055551,-8.459657673,-7.522873669,-5.600825816,-6.286074638,-6.712777653,-6.864733773,-5.409745166,-4.754196577,-5.017772084,-6.142425796,-7.274530425
380,-18.29506066,-19.99867355,-20.85496399,-20.08784229,-18.42127067,-17.66162186,-18.33946901,-17.92074383,-17.41659989,-17.03144898,-17.18464984,-15.79578775,-15.30033697,-15.51123967,-8.654959887,-8.892574917,-10.07881494,-9.171940736,-7.065812871,-5.299227921,-7.257852625,-7.190842281,-6.001533454,-4.506238138,-5.134255759,-5.655248834,-6.470794073,-7.312696569
381,-17.29833394,-19.47737146,-21.07981448,-20.02323042,-18.06700173,-16.38064088,-17.27771164,-17.58115937,-18.02656136,-17.24878856,-17.02122077,-16.40423971,-16.00013057,-16.68852264,-6.672545029,-8.066526228,-10.05102121,-9.433158841,-6.987410636,-4.67569456,-6.562333779,-7.507863505,-7.342033489,-5.630083678,-5.376368117,-5.294721625,-6.032463142,-7.458359831
382,-18.17874417,-19.32241715,-19.76208373,-19.1235048,-18.21303279,-17.29245941,-18.43982783,-18.60964798,-18.56440722,-17.39642953,-17.3025308,-16.61567007,-16.08002173,-15.25765057,-8.259754904,-8.378173274,-9.285417243,-8.627088167,-6.529474945,-5.160162238,-7.055419994,-7.259175051,-5.84794606,-4.043463057,-4.464639538,-4.949199092,-5.845157387,-6.785787719
383,-17.87643611,-19.21440211,-20.7129676,-19.65795282,-17.57794468,-16.43273575,-18.19683067,-18.28540621,-17.74783472,-17.30553592,-17.64078715,-16.65119817,-15.57085397,-15.48545486,-7.768622819,-8.221828872,-9.331905456,-8.770634016,-6.974133265,-5.128444939,-7.011833134,-7.125557171,-5.687115751,-3.890555939,-4.733591146,-4.677541081,-5.213695467,-6.077150818
384,-16.90416977,-19.21302687,-21.55906183,-20.97525457,-19.30636693,-17.21466175,-18.00107991,-18.08426182,-18.05107023,-17.2459184,-17.09402571,-16.32639392,-15.72938146,-15.60026377,-7.209039673,-8.579644641,-9.758104109,-8.951450909,-6.461150618,-4.719751055,-5.693815025,-7.507309696,-7.495024668,-5.629750031,-4.308158366,-4.896509514,-5.948482588,-6.52075113
385,-17.32217731,-19.38904783,-20.81462607,-20.46197575,-18.65731209,-17.1610562,-17.45628495,-17.77405298,-18.21257822,-17.55588371,-17.31644293,-16.67261108,-16.29355946,-16.92603267,-6.945532568,-8.172893673,-10.08573571,-9.640249078,-7.452409792,-4.972209639,-6.176803047,-6.780133307,-6.007859487,-4.525008471,-4.444367238,-5.247855998,-6.397461983,-8.602854343
386,-18.06377446,-19.86574199,-21.62096381,-20.05368642,-17.75279945,-16.4630121,-18.45579829,-18.65699655,-18.54560012,-17.69084151,-17.76869163,-16.34499242,-15.72252903,-15.4891198,-7.052341044,-8.01644059,-9.797844551,-9.02375241,-6.792890287,-4.597572079,-6.551522046,-7.126260277,-6.70774506,-4.826872583,-5.049980364,-5.313907061,-6.429587269,-7.273541064
387,-18.8889243,-19.77478405,-20.34501956,-19.97456377,-18.02004521,-16.49939195,-17.69148814,-18.4249159,-18.13831221,-17.66384973,-17.51340469,-16.57748271,-15.82384209,-15.51470798,-7.377440183,-8.261497154,-9.02105244,-9.153679344,-6.681050278,-5.249398787,-6.151979406,-7.328515146,-6.668099662,-5.748808989,-5.16276383,-5.192649696,-5.693448374,-6.330779388
388,-17.95572955,-19.43112804,-20.58911566,-19.69982475,-18.75709833,-17.02923891,-18.02930625,-18.18102205,-18.4971757,-17.6027147,-17.29939494,-16.35877205,-15.8658779,-16.06992307,-7.993815689,-8.949988418,-9.852629383,-8.819717772,-7.110055245,-5.506623282,-6.56704084,-7.249868568,-7.398522474,-6.016202507,-5.169847838,-4.955875163,-5.598695676,-6.511909499
389,-19.29197701,-20.5065163,-20.87325134,-19.74711826,-18.48241242,-17.49409223,-18.30103394,-18.44347356,-18.63004089,-18.22622488,-17.62730783,-16.30871353,-15.75118293,-15.67460373,-8.047694921,-8.272208395,-9.389602961,-8.80372501,-6.943695332,-4.841569264,-6.175994224,-6.563823368,-5.619058567,-4.25573672,-4.112501146,-4.294819499,-5.324474074,-6.773858859
390,-18.30934067,-20.39867104,-21.19253429,-19.97632787,-18.84975349,-17.33477263,-17.73761126,-18.03578163,-18.56840506,-17.48424588,-17.1390806,-16.57984605,-15.88134552,-15.58151226,-8.120131039,-8.341623071,-9.941980297,-9.715019287,-7.303569972,-4.956211995,-6.532484711,-7.023777644,-5.777367353,-4.437042996,-4.647560485,-5.10235939,-5.368411439,-6.515792243
391,-17.33562912,-18.37039676,-19.86261831,-20.06487029,-19.28478231,-17.23332708,-17.15273006,-17.04408546,-17.5811688,-17.12737018,-16.91625439,-16.00041816,-15.40890291,-15.12516939,-7.980607978,-8.590496838,-10.14541356,-9.127958359,-7.192968833,-5.044445022,-6.513606796,-7.053257162,-6.731166686,-5.642240054,-5.488985739,-5.823461499,-6.370448682,-6.875736803
392,-19.41867299,-19.77988198,-20.43110152,-20.0221529,-19.24270582,-17.2735713,-17.49026462,-17.53660111,-18.05037363,-17.70787193,-16.83583266,-15.79906832,-15.85085408,-16.38672586,-7.776742949,-8.38786797,-9.696252667,-8.971516646,-7.033196354,-5.361181956,-6.151222267,-7.243271604,-7.073549919,-5.986072271,-4.691849254,-4.584049287,-6.279351114,-7.413359474
393,-18.14987967,-18.62117605,-19.70516201,-19.69678911,-18.34829461,-17.73709712,-18.12096668,-18.46928548,-17.99618949,-17.83296911,-17.06906047,-16.09811121,-15.43263269,-16.05463303,-8.447757049,-9.141030874,-10.12859034,-9.117962284,-6.164226517,-4.679116472,-6.065847814,-7.353666761,-6.511725711,-5.181415194,-4.346143786,-4.504546619,-5.424436029,-7.278848683
394,-18.20734132,-19.26585015,-20.19315974,-19.44788156,-18.32822949,-17.20071046,-17.55037259,-17.47753232,-17.88369361,-17.6990224,-17.24530922,-16.48565988,-16.16426076,-16.34511933,-7.966564555,-8.867482993,-10.03717411,-9.269956742,-7.467418236,-5.624737792,-6.474363436,-6.925434405,-6.608605008,-5.457897911,-5.203230719,-5.470590654,-6.238264519,-7.050704577
395,-18.39304012,-19.96248291,-20.79865887,-19.6760223,-17.99539007,-16.20494149,-17.04198319,-17.54044363,-18.00222356,-17.38545805,-16.77155302,-16.01711127,-15.8555743,-16.917479,-8.489966428,-9.153445431,-9.353536044,-8.87770245,-7.443740785,-5.482657311,-6.003754,-6.990521141,-6.863922719,-5.346170704,-4.848159982,-4.985992236,-6.146945763,-7.883149684
396,-17.74040386,-19.52223549,-20.69990238,-20.08283591,-18.43142636,-17.37572526,-18.22440387,-18.5323459,-18.58767281,-18.08294612,-17.47353336,-16.39047815,-15.73848426,-15.27640466,-9.110831499,-8.816331438,-10.13639022,-9.341958947,-7.322458012,-4.913191381,-7.028225646,-7.509385852,-7.062677318,-5.469337126,-5.226593168,-5.249553343,-6.390138097,-7.011241908
397,-18.71592339,-20.21454554,-21.51905275,-20.15624424,-18.37566438,-16.39931416,-17.28203202,-17.78598607,-18.36852973,-17.80844444,-17.32879171,-16.13372739,-15.48867126,-15.76557052,-8.454655189,-8.932612273,-10.04443089,-9.138020554,-6.943297792,-5.126301947,-6.065688215,-6.872332821,-6.995574688,-5.897505804,-5.18915538,-4.836749948,-5.623728809,-6.874417944
398,-17.51051348,-19.40425684,-21.27785285,-20.92488507,-18.94751924,-17.41414386,-17.90970353,-18.27209638,-18.58938872,-18.05694844,-17.57965834,-16.52454845,-15.86449054,-15.60908062,-7.946476354,-8.850337614,-9.808620914,-9.082324049,-6.959456845,-5.156475817,-6.297998749,-7.313866892,-6.571596626,-4.749245214,-4.572107102,-5.334243479,-6.381878219,-7.443792016
399,-18.3681439,-19.24983951,-19.910177,-19.43082221,-18.36718726,-16.50776737,-16.69096219,-17.09448184,-17.68613889,-17.23717387,-16.9930587,-16.62186421,-16.10214584,-15.96353153,-8.450981552,-8.340565411,-9.06728707,-8.559136795,-7.088895937,-5.117600915,-6.10952033,-6.799732593,-6.760777928,-5.204764877,-4.920442071,-5.204252669,-6.034379175,-6.945813916
400,-17.53112145,-18.8964065,-20.58486512,-20.26130808,-18.7322963,-16.89244324,-16.92237955,-17.1928081,-17.61039178,-17.97922384,-17.60325861,-17.1583154,-16.5443683,-16.59134006,-7.623221048,-8.384443225,-9.799883837,-8.812272674,-6.525940764,-4.89322151,-5.813199105,-6.676430511,-6.19913848,-5.383236979,-4.892861837,-5.229858714,-5.633029294,-6.419542108
401,-17.23422353,-18.65038019,-20.9410607,-20.0165389,-18.27442692,-16.4068037,-18.11395386,-18.6730404,-19.40038292,-18.4974781,-17.57536371,-16.60214264,-16.237672,-15.99344936,-6.918039039,-7.571606734,-9.669623086,-8.915905074,-6.713480192,-4.564609566,-6.901840516,-7.108418316,-6.184430653,-4.442446922,-4.770832452,-5.181301556,-6.128279517,-7.560861227
402,-17.71550977,-20.10572955,-21.27331129,-19.53767204,-18.46004958,-17.04125986,-17.65352336,-18.02883544,-19.05883636,-18.40745049,-17.98678107,-16.54347579,-15.65993948,-15.98997184,-7.610823089,-9.040189454,-9.774476849,-8.487787414,-6.507071838,-4.820270747,-6.096735426,-7.287400424,-6.871962246,-5.320180299,-4.811259555,-4.930617,-5.741149734,-7.739744986
403,-17.15488582,-18.72429616,-20.87420261,-20.46224602,-18.79705363,-16.41141781,-17.19149981,-18.06949288,-18.85632619,-17.9236555,-17.40868565,-16.8725032,-16.28139175,-16.22130041,-7.508605659,-8.987668685,-10.48530067,-8.96628582,-6.159329248,-4.056371378,-5.432558302,-7.090176684,-7.624815986,-5.95188494,-4.646552391,-5.121783585,-6.335431178,-7.593395651
404,-17.20384666,-18.98454562,-20.7739403,-20.35046799,-18.79903681,-17.45779327,-17.89365485,-17.88348712,-18.68404935,-18.50435383,-17.9441993,-16.71383413,-16.22419605,-16.52252058,-7.654845135,-8.890768491,-10.4472712,-9.320321789,-6.610363777,-4.920617708,-6.782918609,-7.227115555,-6.191142002,-4.431468429,-4.544053392,-4.65297444,-5.728907835,-7.485732316
405,-17.51447709,-18.64977193,-20.79567409,-20.88912408,-18.52459968,-16.25876107,-17.03042172,-17.68783379,-17.89138972,-17.43908592,-16.96190181,-16.81334924,-16.33505356,-16.17358711,-7.998654358,-8.396236954,-9.270003363,-8.600358387,-6.553057165,-5.013902596,-6.118696528,-7.185998166,-6.654402067,-5.708201951,-4.944057929,-5.421745665,-6.036213749,-7.268591417
406,-17.75040531,-19.67774437,-21.11726854,-20.25852495,-18.90343602,-17.62214969,-18.16775579,-18.40185176,-18.54067008,-17.66856447,-17.37862269,-16.67811267,-15.82791724,-15.24428225,-7.717705027,-7.878698375,-9.700767188,-9.419042562,-7.227250319,-4.909759642,-6.271004144,-6.932723894,-5.976421607,-4.539364141,-4.471710987,-4.900246601,-5.4970475,-6.450773669
407,-17.45168601,-18.98826398,-20.62552167,-19.87673599,-17.94981991,-16.89023209,-17.84498355,-17.7974624,-17.83753155,-17.49772264,-17.25954187,-15.74382626,-15.43379094,-16.24672394,-7.051415669,-8.04950535,-9.483074923,-8.663181477,-6.25560899,-4.720644166,-6.808863498,-7.393603095,-6.303758531,-4.829182456,-4.380460194,-4.700447752,-5.684242916,-7.285812556
408,-18.27767468,-18.56280117,-19.75594385,-20.09061129,-19.10679187,-17.67871413,-18.16545107,-18.14472503,-18.82077686,-18.70444269,-18.22534121,-16.64748202,-16.13866182,-16.12947648,-9.059794159,-7.956341409,-8.961274979,-8.979241207,-7.123142242,-5.27386886,-6.331574033,-6.578055717,-6.185432026,-5.364013639,-5.015551935,-4.265088375,-5.492411194,-7.279106666
409,-17.76894835,-18.52005695,-20.25868655,-20.33883168,-18.74119148,-16.1615375,-16.61319225,-17.1230122,-17.93696729,-17.74287544,-17.58290771,-16.25152011,-15.45605986,-15.86493697,-8.771972385,-8.984514403,-10.5434184,-9.857062465,-6.435879524,-3.769660454,-6.171358791,-7.884806754,-6.778236437,-4.326802588,-4.580727673,-5.599742288,-6.096921506,-6.803935768
410,-17.1059981,-18.61410842,-20.2357275,-20.24156481,-18.47668169,-17.21344976,-18.09537313,-18.6552357,-18.5054577,-17.69185826,-16.9497686,-15.96536757,-16.04620127,-17.19204911,-6.75498208,-7.881508159,-9.478098278,-9.248507025,-6.862819773,-5.052419606,-6.501274858,-7.266699052,-6.460959512,-4.977436588,-4.883608214,-5.065161182,-6.148898805,-7.848139701
411,-17.59966989,-18.32063275,-19.70536805,-19.49333433,-17.92818606,-15.93763144,-17.71906394,-18.55186578,-18.98142809,-17.37899453,-17.00153177,-16.48158519,-15.78689555,-15.24634432,-8.689924063,-8.197306444,-9.408664305,-9.009308076,-7.329476789,-4.862578526,-6.192298512,-7.330348976,-7.372757166,-5.468169294,-4.763868003,-4.929294077,-5.543021983,-6.488878958
412,-18.58668307,-20.33699056,-21.21709093,-20.04152335,-17.91570092,-16.10124315,-16.77084403,-17.56926723,-17.97865689,-17.36657378,-17.16575233,-16.51305722,-16.00209874,-16.00766881,-7.40115946,-7.631178325,-9.118754347,-8.841798325,-6.505967935,-4.211100208,-5.666835329,-6.460534906,-5.971128423,-4.751031152,-4.319424959,-4.595309214,-5.600144,-6.947514626
413,-17.00889752,-18.09606978,-19.86078341,-20.06251836,-18.14562983,-16.13549419,-17.33582374,-18.45598468,-18.92165753,-18.20227562,-17.758922,-16.92487888,-15.95708804,-15.60751839,-7.838553138,-8.199687088,-9.317880027,-9.094714979,-7.427183335,-5.272734142,-6.179747948,-7.222787354,-6.729681392,-5.36362656,-4.849515933,-4.97933641,-5.498595035,-6.284397259
414,-17.49658855,-18.86662194,-20.09489153,-19.92577958,-18.31528828,-16.64951017,-17.41804836,-17.94953264,-18.25468384,-17.46301816,-16.78871291,-16.30535373,-15.77766632,-16.1156851,-7.668530492,-8.404187805,-9.481518207,-8.675556835,-6.888558354,-5.578792396,-6.89673513,-7.532249316,-6.446796463,-4.361008665,-3.302664673,-4.188766132,-5.696083069,-6.839279869
415,-16.80384827,-18.80673285,-20.55072107,-19.77732668,-18.20865309,-16.41138345,-17.27884296,-17.5630571,-17.9218384,-17.15896002,-16.92039027,-16.28839853,-15.39358878,-15.18535953,-7.62695025,-8.828756653,-9.892981137,-9.331276773,-7.424408189,-5.191165396,-5.967369417,-7.253853286,-7.468770128,-5.904823837,-4.97590491,-5.206998536,-6.17609803,-7.575273081
416,-20.86489,-21.89859774,-21.42789896,-20.22433109,-18.45111655,-17.90660535,-18.26895346,-19.10683324,-19.08844027,-18.60134734,-18.00684712,-16.60343685,-15.79067317,-15.2801828,-9.318218684,-9.508847691,-9.963756311,-9.572264526,-6.690994759,-4.920822474,-5.865788249,-7.122756749,-6.08887864,-4.392023095,-4.335904246,-4.327337084,-5.606872846,-6.803142195
417,-20.21571465,-21.38708827,-23.02425833,-21.13017091,-19.18640424,-17.11481871,-18.21584774,-18.3446603,-18.77942993,-17.85913857,-17.95728454,-16.8822261,-15.51253757,-14.60260441,-9.246929805,-9.0203183,-10.62155848,-9.341823307,-6.16569169,-3.94892978,-6.459014367,-7.137097374,-6.556104859,-4.669958285,-4.799124136,-5.03907657,-6.120731305,-7.088219739
418,-19.28194797,-21.13817438,-22.08641717,-20.61398446,-18.57318616,-17.83819564,-18.9365513,-19.03533721,-18.79114907,-18.62621599,-18.07436316,-16.93711979,-15.96310525,-15.83234879,-8.642542597,-8.694507698,-10.3379005,-9.611891966,-6.812449339,-4.402874655,-6.524243873,-7.499569117,-6.062924093,-4.393261558,-4.26949233,-4.853831496,-5.43869241,-7.051288804
419,-17.38509519,-19.12351659,-22.17500533,-21.29837333,-19.0108328,-16.46428353,-17.74082767,-17.9126108,-18.73155686,-17.82041887,-17.80654448,-16.69417148,-16.09610628,-15.40211493,-7.066466893,-8.241370415,-10.20393081,-9.577662213,-7.257288563,-4.476056188,-5.770034382,-6.536341203,-6.994998708,-5.090529126,-4.921891411,-4.659785857,-5.953718239,-6.823490297
420,-19.0447322,-20.9703219,-21.79533256,-20.48354563,-18.99504984,-17.17417556,-17.61293683,-18.18534708,-18.84435129,-18.29034522,-17.84979007,-16.65308092,-15.65851727,-16.00316527,-7.434587448,-8.239973916,-9.828169704,-9.209975198,-6.752668352,-4.295792975,-5.932944067,-7.60796417,-7.260647967,-5.428071034,-4.824295232,-5.287194711,-6.01181308,-7.115046478
421,-17.00040565,-18.86372206,-21.99371184,-22.16235451,-20.49789675,-17.53732232,-18.32015098,-18.4990193,-19.47592486,-18.28162794,-17.87939489,-17.1018682,-16.4165873,-15.50001115,-6.709661613,-8.011446099,-9.765245327,-8.762660374,-6.603561935,-4.984774518,-6.498613957,-6.699898808,-5.987275335,-4.485240198,-4.037821893,-4.339645815,-5.707904432,-7.591325893
422,-19.3252526,-20.59399495,-22.02703866,-20.91837433,-18.73154472,-16.66239262,-17.90581201,-18.72545664,-19.02075929,-18.09551738,-17.65188312,-16.84573646,-16.37570565,-16.07473854,-9.028456143,-8.990400119,-10.08325262,-9.181459338,-7.017417818,-5.211243141,-6.953844335,-7.509822056,-7.028715698,-5.273916881,-4.398420939,-4.668428837,-6.127510305,-7.621088839
423,-18.86451505,-20.67064362,-21.86821956,-21.07665129,-18.84429719,-17.11292182,-18.15713266,-18.70675278,-18.70284995,-18.11050758,-17.90263783,-16.9162311,-16.00976043,-16.46215068,-7.998328785,-8.13289262,-9.80433026,-9.394807288,-7.284819315,-4.622563961,-6.86121374,-8.360140989,-7.365336774,-4.652682587,-4.380410168,-5.100792756,-5.864299591,-7.098947028
424,-18.48397468,-20.54730708,-22.12164083,-21.17287798,-19.40243152,-17.28718818,-18.19124684,-18.90286511,-19.24577137,-18.2136044,-17.47949965,-16.5499969,-15.83889504,-16.28825187,-8.608009859,-8.906478259,-10.30588388,-9.582846547,-7.342629343,-4.701384396,-6.057261702,-7.647898064,-7.553771812,-5.156902874,-4.185582973,-4.731191365,-5.707981596,-7.116162468
425,-18.94831783,-20.82130355,-22.30913231,-21.03139348,-19.10115798,-17.21484854,-17.97027188,-18.19952065,-18.51419187,-17.86229354,-17.3707543,-16.61486976,-16.17808036,-16.5111912,-7.97603997,-8.659523396,-9.806809106,-9.242845146,-7.223054008,-5.327167827,-6.149189294,-7.611007489,-7.55032484,-5.836195441,-4.437484759,-5.016743903,-6.17122454,-7.586005055
426,-18.27103316,-20.04476566,-22.65262742,-21.72179253,-19.46724701,-17.24867508,-18.99791962,-19.42940973,-19.17964137,-17.79006016,-17.7157803,-16.33153673,-15.45372613,-15.21641814,-7.445526664,-7.667968259,-10.11418228,-9.7298222,-6.689732129,-3.85478775,-6.613263646,-7.130798165,-5.763271878,-4.090967766,-4.638680806,-4.848700663,-5.746926651,-7.195347511
427,-18.81991145,-19.43391969,-21.45224317,-20.61112122,-19.1775992,-16.26194564,-18.10780026,-18.71212298,-19.10712406,-17.65014359,-17.00752505,-16.43795831,-15.98347371,-15.87669618,-8.388996112,-8.471490744,-9.987743653,-8.976986045,-7.031587361,-4.69380798,-6.333797184,-6.794116855,-6.080750253,-4.536279849,-4.061379068,-4.686108962,-5.833652716,-7.232861044
428,-17.29132228,-19.10736986,-21.66250434,-21.76363748,-18.99752798,-17.30422611,-18.3957444,-18.96392715,-19.0133697,-18.13956698,-17.74530439,-16.57522901,-16.05677134,-16.28588261,-8.38743841,-8.902088038,-9.398065007,-8.572365997,-6.105161325,-4.236471211,-5.936808454,-6.828425072,-6.058270555,-4.647546484,-4.527655628,-4.936407778,-5.869888819,-7.383481072
429,-18.37983283,-19.84457125,-21.85232817,-21.44832541,-20.00160474,-17.65939958,-18.40080792,-18.09522678,-18.89367114,-18.21117744,-18.40995913,-17.26220404,-16.12034096,-15.02030997,-7.959236702,-8.747365099,-10.71118031,-9.546552991,-7.615236975,-4.984160692,-6.832850618,-7.275336412,-7.109201255,-5.07179149,-5.090860373,-5.702460808,-6.140624664,-6.225287947
430,-17.7015982,-19.47247901,-21.18095297,-20.31112788,-19.21346295,-17.25236971,-18.27104924,-18.74778637,-19.12016904,-17.92337933,-18.0197691,-16.99613456,-16.18581268,-15.86759943,-7.435226796,-8.526425462,-10.32547681,-9.862373562,-7.281638885,-4.857556512,-6.139089805,-7.163540176,-6.642459382,-5.042276723,-5.151505304,-5.447067143,-6.153701794,-6.965593004
431,-18.66337873,-20.82153702,-22.84073728,-21.57431009,-18.43298543,-16.87051745,-18.09657261,-18.50816002,-18.49282393,-17.80603079,-17.54735839,-17.00337216,-16.60546484,-16.9195191,-8.033599422,-8.057935186,-9.858293816,-9.109439589,-6.540426763,-4.091218127,-6.274961246,-7.399553584,-6.766344747,-5.048893552,-4.657874172,-5.113124584,-6.316617664,-7.830497303
432,-18.20765067,-20.52472207,-22.71400416,-21.14113014,-19.50543011,-17.23668532,-17.8754146,-17.88053557,-18.36934439,-17.84153008,-17.98588728,-17.29899761,-16.03083625,-15.85616917,-7.112821069,-8.387198375,-9.832972925,-8.407954889,-6.56639325,-4.516132603,-6.084062522,-6.553454741,-6.093981222,-4.684066877,-4.88785216,-5.317216078,-5.617657202,-7.071670265
433,-17.53708957,-19.79731536,-21.94811031,-21.91836269,-19.91292946,-18.12021642,-17.7260253,-17.95938632,-17.89880145,-17.45305628,-16.96850605,-16.48496225,-15.74584054,-16.21177056,-7.77969282,-8.493316983,-10.36336421,-9.232088707,-6.27797304,-4.236862593,-5.59499278,-6.472451392,-6.361270581,-5.806321629,-5.440727768,-5.121237409,-5.425697605,-6.928017238
434,-18.20763418,-20.37028652,-22.08275905,-20.71600384,-18.94606763,-16.72341029,-17.49844499,-17.93962046,-18.44573156,-18.2164242,-17.55754445,-16.62611779,-15.62861482,-15.64467906,-7.750384215,-9.227326179,-10.08425748,-8.599566157,-7.225576588,-5.138842171,-6.276458296,-6.842787352,-6.337280408,-4.75826972,-4.263953329,-4.549774766,-5.238014187,-6.86782057
435,-17.26155499,-19.56514462,-22.39855529,-21.5211141,-18.97706801,-16.43206559,-17.93722049,-18.71583876,-19.52466814,-18.35637985,-17.86491337,-16.8489142,-15.83699441,-15.96699274,-6.512914811,-7.770938489,-9.912640869,-9.324639302,-6.181741477,-3.778856358,-5.787821166,-6.850034234,-6.222991092,-4.84110836,-4.881359906,-4.548647895,-5.408405751,-8.013305118
436,-19.13275497,-20.73472467,-22.47077073,-21.47617394,-20.06734857,-17.1650942,-18.13127817,-18.60797764,-19.59944717,-18.72893346,-18.01189693,-16.91193702,-16.01097113,-15.37857638,-8.195837402,-8.823158585,-10.02373877,-9.30586443,-6.726329985,-4.018808123,-5.830755784,-6.207818465,-5.808775622,-4.119082803,-4.153502656,-4.199625389,-5.278640113,-6.372042357
437,-18.20891676,-19.60434115,-21.57054965,-21.28132729,-19.387443,-16.60232433,-17.34149291,-17.89373455,-18.71469401,-17.79768237,-17.44982676,-16.86399337,-16.45125157,-16.09807703,-8.002774109,-8.867789606,-10.32219168,-9.655561718,-7.133237612,-4.719620491,-6.032368523,-6.967619305,-6.990364205,-5.354151124,-4.870896119,-4.92561978,-5.68273084,-6.84630317
438,-18.07006141,-20.41861576,-23.02887683,-21.57501634,-18.56103117,-16.87146508,-19.05095595,-19.54636158,-19.34634176,-18.16111497,-18.05654198,-17.25258744,-16.59120553,-15.34984588,-7.677148162,-8.341556948,-10.21381421,-9.249538256,-6.450261669,-4.33962038,-6.845778021,-7.498427754,-6.953414554,-4.95607358,-4.675362811,-5.073773508,-5.912698401,-6.098909959
439,-18.0107759,-20.56293502,-23.05024782,-21.92331284,-19.39442314,-16.34212237,-18.05384861,-18.73048618,-19.40903105,-17.64853408,-17.38739439,-16.40833191,-16.2963716,-17.19588509,-6.58741526,-8.526255275,-10.8191036,-9.717453654,-6.478005497,-4.16473543,-5.969877744,-7.388633743,-7.070492824,-5.330950153,-4.683335828,-4.949594996,-5.956531742,-8.436634572
440,-17.77749667,-20.01740652,-22.22207814,-20.70651475,-19.0741837,-16.62963147,-17.96265446,-18.283217,-18.65962647,-17.6517782,-17.62239873,-17.08506255,-16.48104479,-16.14554409,-7.367818153,-8.394531125,-9.547227853,-8.578909154,-6.789383779,-4.475050058,-6.239915106,-7.084489437,-6.521554409,-4.597713501,-4.512890342,-5.316509777,-6.63894203,-8.142068604
441,-18.2795455,-19.92113032,-21.70682393,-20.45839062,-18.40294378,-16.62335751,-17.89222457,-18.55185741,-19.31372362,-18.57734756,-17.64356651,-16.85043274,-16.60426761,-16.69626382,-7.764354933,-8.699723756,-10.11152754,-9.377768756,-6.736447911,-4.446612964,-5.931049087,-7.279017078,-7.217475331,-5.662085662,-4.811189112,-4.819706653,-5.558734207,-7.327544741
442,-19.2384487,-20.8542045,-22.38087111,-21.27475086,-18.97133672,-17.57572417,-18.14515553,-18.70960714,-19.27921181,-18.88963872,-18.22633178,-16.74599412,-15.9503005,-15.81517574,-8.742752941,-8.385916622,-9.912913732,-9.356338969,-7.11681264,-4.807696266,-6.323147353,-6.99928041,-6.086909196,-4.602410602,-5.026453189,-5.128870572,-5.678318602,-6.03752413
