,VH,VH_1,VH_2,VH_3,VH_4,VH_5,VH_6,VH_7,VH_8,VH_9,VH_10,VH_11,VH_12,VH_13,VHVV,VHVV_1,VHVV_2,VHVV_3,VHVV_4,VHVV_5,VHVV_6,VHVV_7,VHVV_8,VHVV_9,VHVV_10,VHVV_11,VHVV_12,VHVV_13
131,-19.62207596,-22.02685326,-23.94550131,-21.86688695,-19.52064034,-17.38992134,-18.62911257,-19.69106191,-20.25538519,-19.28016281,-18.81713469,-17.27618679,-15.79526915,-16.13207405,-9.02958136,-10.32143723,-12.61518635,-10.84839264,-7.23095288,-3.900254549,-6.895737783,-10.1801057,-9.419459621,-5.612744901,-4.191496269,-5.429550734,-6.183216745,-7.711644613
132,-19.16398299,-22.16197307,-25.60088942,-24.09159215,-20.34518448,-16.5307607,-18.75621108,-19.18145448,-19.49476384,-18.00055797,-17.81504072,-16.7074513,-16.35826447,-16.39449384,-9.688273326,-9.990018603,-12.43910593,-11.87691372,-8.750043378,-4.86111301,-7.150353932,-8.836892071,-8.350518566,-5.471857246,-4.473823385,-5.063295109,-6.157927969,-7.97305172
133,-19.55781133,-21.34557171,-23.32273543,-21.71079322,-19.0699569,-17.34568525,-19.64387853,-20.07980369,-19.7915239,-18.60434721,-18.49499084,-17.15273813,-16.68132981,-17.49882552,-9.046367102,-9.844287584,-11.81916728,-10.3744748,-7.027446785,-4.268665458,-7.566303146,-8.4537367,-7.22046168,-4.120462181,-4.629697468,-5.111270321,-6.496618503,-8.488108103
134,-19.26486062,-22.04389018,-24.77187268,-22.45376834,-19.48026143,-16.7203507,-18.62346211,-19.29751981,-19.63685343,-18.6302354,-17.88946728,-16.64622868,-17.25502335,-19.81090489,-8.980602247,-9.598036589,-12.03639289,-11.15769718,-8.181894427,-4.849344987,-7.073153579,-8.872488806,-7.952730914,-4.363329506,-3.370006944,-5.227772831,-7.412481092,-9.42037077
135,-19.85835172,-21.94337178,-24.62157778,-23.7296436,-20.53429597,-16.49849326,-18.74152149,-19.67530564,-20.03422652,-18.44562216,-18.02244009,-16.59973577,-16.72855294,-19.57252469,-8.920929818,-10.03444215,-12.68034783,-11.4447879,-8.001716793,-3.840540317,-6.681256313,-9.657613719,-9.113684374,-5.02854169,-3.453834923,-4.747161697,-6.614650483,-9.049519423
136,-19.09829406,-22.75934446,-25.09407101,-22.80266413,-19.18363595,-17.81367584,-19.59712345,-19.72523745,-19.26428423,-18.668126,-18.15804943,-16.81113098,-15.1387083,-14.98601282,-10.55807876,-10.43131575,-12.42026118,-11.47295614,-8.409772405,-5.031199523,-8.261011865,-9.575394417,-7.948353297,-4.621990115,-4.589960519,-5.273238016,-5.969666609,-6.678377764
137,-18.69298543,-21.38582344,-24.3910777,-22.91819814,-19.4184986,-16.24182536,-18.49846704,-19.24736749,-20.02488108,-18.68963306,-18.64422284,-17.20094542,-16.39483222,-16.39039488,-8.304571246,-9.606882387,-11.99261939,-11.36064,-8.164631896,-4.788787301,-6.716966862,-8.43615924,-8.196226301,-5.435217255,-4.816878861,-5.349625048,-6.416260379,-7.501261174
138,-19.60072761,-22.72378859,-24.95057481,-22.96629193,-19.37770758,-16.91934381,-19.30393195,-19.4964949,-19.73730494,-18.3103072,-17.69436509,-16.19461476,-16.02309475,-16.77780131,-8.588205518,-10.47403521,-12.78858397,-11.47818769,-8.557486196,-5.036345935,-7.646164033,-9.276542581,-8.994150024,-5.017815437,-3.812368379,-4.953948624,-7.11321062,-9.012958938
139,-18.98170921,-21.38214519,-23.4498274,-22.41981653,-19.71086601,-17.38907747,-19.18930965,-19.93457137,-20.09599728,-18.9694993,-18.40492606,-17.49458521,-16.86108344,-17.55372795,-9.049334347,-10.38383633,-12.36451623,-10.71531896,-6.539230241,-3.62688558,-7.060823165,-9.553873379,-8.350489131,-5.286990997,-4.12877421,-4.85885155,-6.124211356,-8.000798771
140,-19.4424225,-21.99306966,-23.97210126,-22.2995418,-18.69817473,-16.58143211,-19.04830629,-19.8577139,-19.34884823,-18.36216525,-18.21091061,-17.2012831,-16.62641154,-17.10561864,-8.846702077,-10.54823284,-11.83963001,-10.47195548,-7.342972039,-4.613609133,-7.335371829,-8.546575699,-7.231083142,-4.043212165,-3.797815988,-4.44709796,-6.078483337,-8.1999795
141,-20.49523273,-22.35416155,-23.72353977,-21.99843904,-19.1211214,-17.50386433,-20.26512052,-20.76024109,-20.4275683,-19.30159336,-18.77816433,-17.39357209,-16.97662165,-18.39396935,-9.58071905,-10.31821306,-11.87172145,-10.4061456,-6.46066748,-4.079504937,-7.845005846,-9.251491543,-7.180532589,-4.112111703,-4.267085707,-5.092586468,-6.502349689,-9.335263274
142,-18.4471431,-22.75019826,-25.03752539,-22.80641739,-19.02409219,-18.1828199,-20.46138439,-20.64869309,-19.45794878,-18.51662764,-18.16762967,-17.01224219,-16.01107185,-16.01237107,-8.352488363,-10.25337996,-12.20883064,-10.6575752,-7.28256806,-4.260284394,-8.16222115,-9.57775019,-7.652844169,-3.937252045,-3.909291534,-4.775716904,-5.911999692,-7.8922839
143,-19.86819248,-21.4193819,-24.4211996,-23.46094638,-20.68038936,-18.31755999,-20.47308767,-20.51849405,-19.84873334,-18.88031268,-18.38180541,-16.66048248,-16.10479238,-15.78392181,-9.321879528,-10.23681757,-13.17945733,-11.79999665,-7.769688545,-3.899166537,-7.8710215,-9.60053393,-8.015241265,-4.067666211,-4.100173243,-4.42531507,-6.010316324,-7.714426565
144,-19.66913024,-22.21538362,-24.7436578,-22.98669767,-18.86620894,-17.31682707,-19.71669096,-19.8074227,-19.15554921,-18.88594548,-18.92763597,-17.4726419,-16.39411015,-15.71095407,-9.212780519,-9.986350362,-11.78209423,-11.04619927,-8.23595393,-5.660858485,-8.197835833,-9.096731443,-7.164517556,-3.666879879,-3.696034938,-4.713124538,-5.871640865,-7.393707802
145,-18.62544999,-22.51088139,-25.56039102,-24.34222724,-20.35638283,-18.00030474,-19.81271326,-19.97928352,-19.60826569,-19.01050319,-18.77407658,-17.42059383,-16.23531257,-16.56555909,-8.845445328,-11.32300495,-14.68140932,-12.88983575,-7.978103325,-3.707962123,-7.863840632,-9.086367935,-7.643508443,-4.00035032,-4.313753642,-5.057290807,-6.267014462,-7.283969428
146,-19.45763518,-22.18631822,-25.1535278,-23.46570057,-19.52739702,-16.86476564,-18.9305536,-19.76656004,-19.46435654,-18.02935882,-17.78197703,-17.14315825,-16.84714273,-16.67425206,-9.737786382,-10.29591812,-11.87348731,-11.25278304,-8.251137826,-5.694359483,-7.371042798,-8.219132379,-6.987635399,-4.483944277,-4.144763586,-4.811960717,-6.623768491,-8.399613811
147,-19.27177753,-22.41444963,-24.92556495,-23.39564218,-20.15664931,-17.93676516,-19.50111258,-19.4876771,-19.19133503,-18.63705983,-18.5434037,-17.30890732,-16.89150402,-18.20524188,-8.53493548,-11.05067931,-13.69920742,-12.21532941,-8.256962579,-4.983817111,-7.207874362,-8.300954808,-6.871690931,-4.214475707,-4.254537082,-5.150110884,-6.561148144,-8.546742758
148,-20.19152552,-23.17288354,-24.75292427,-22.60622189,-19.20945083,-17.5575077,-20.21114845,-20.86967739,-20.1496969,-19.1831231,-18.8445185,-17.23346663,-16.15649724,-16.76550325,-9.267827046,-11.11347468,-13.35092073,-11.99594992,-7.432311601,-3.916569397,-7.368255931,-9.051476911,-7.614102407,-4.54989901,-4.349132944,-4.551844458,-5.843165003,-7.827579016
149,-19.59808511,-22.04901407,-24.35904648,-22.64935533,-19.2541859,-17.24151975,-19.30619801,-19.86631925,-19.85794876,-18.76106209,-18.28281318,-17.04918404,-16.65074051,-16.82287104,-8.873738378,-9.774918666,-11.93097926,-11.06148724,-7.342669583,-4.263024783,-7.056143651,-8.625645316,-7.614142365,-4.776883174,-4.123339667,-4.686288302,-6.424399883,-8.154680193
150,-19.56495322,-21.56356072,-24.08940254,-23.15649343,-19.65645587,-17.37016013,-19.1156793,-19.72138352,-19.85900344,-18.84489176,-18.5317845,-16.91820882,-16.06839558,-15.81389079,-9.096521109,-10.11943604,-12.73870238,-11.61989495,-7.211363672,-3.635180359,-7.068668225,-8.679126574,-6.987903601,-3.3026062,-3.65924073,-4.912590807,-6.590253618,-8.032598989
151,-20.20900043,-23.53690825,-25.19110006,-23.18835616,-19.76421134,-17.51798985,-18.89241743,-19.67328534,-20.06139683,-19.22247031,-18.29384581,-16.75358586,-15.86829935,-17.51959063,-9.718566995,-10.36102585,-12.16327356,-11.12271396,-7.729297212,-4.15089743,-6.648932463,-9.634830697,-9.212059552,-5.76493829,-4.172105522,-5.1237111,-6.08582151,-7.885086822
152,-17.82161912,-20.55643088,-22.81378808,-22.27042192,-19.38869868,-17.25613508,-18.25634811,-18.93189192,-19.29994687,-18.4835942,-17.66903776,-16.28922653,-16.17064908,-17.34023317,-8.01537432,-9.593747648,-12.36086115,-11.4870067,-7.79605419,-4.510981988,-6.914680315,-8.39168008,-7.637561694,-5.34555616,-4.534303776,-5.224199795,-7.084355207,-9.357375353
153,-16.89857494,-18.68444894,-19.82272865,-19.41309886,-17.93600774,-16.47183681,-17.26579849,-18.01968906,-18.08789159,-17.17921233,-17.64248852,-17.02469008,-16.59984874,-16.65207851,-7.123160409,-7.453391579,-8.102002513,-8.276904047,-7.215103095,-5.536376666,-6.763950648,-7.253216254,-6.921035608,-5.266604353,-5.433108749,-5.783162782,-6.724712534,-7.688954323
154,-18.05649219,-18.67892804,-19.54510979,-18.69072266,-17.82802144,-16.77651476,-17.25374182,-17.06386578,-17.69863897,-17.79478629,-17.22544082,-16.30452518,-15.97920741,-16.43349248,-7.633975229,-7.477832489,-8.338914918,-8.128549771,-6.815369662,-5.340209445,-6.433906341,-6.56154338,-5.795920081,-4.611434574,-4.530497031,-5.124339451,-5.822504807,-7.192045857
155,-18.41120738,-19.36713912,-20.80705678,-20.65682735,-19.57972639,-17.99210795,-17.94748655,-17.08152893,-17.26832872,-16.8710256,-17.14254426,-16.47263512,-16.11772943,-15.91653319,-8.168422118,-7.954903419,-8.839671215,-8.74163651,-6.864373211,-5.250639175,-6.197776986,-6.746895492,-6.354433252,-5.407479618,-5.705641645,-5.571923346,-5.917057657,-6.229835585
156,-16.82881018,-18.33450155,-19.63355875,-19.56409334,-17.64880968,-16.82782164,-18.16423,-18.78570088,-18.35083731,-16.56159099,-16.59740855,-16.21578711,-15.77042658,-15.62344122,-7.352300377,-7.581046396,-8.059014785,-8.617524599,-7.819893418,-6.424814283,-7.176408461,-7.690628412,-7.363016835,-5.688076785,-5.32471524,-5.735598307,-6.231831635,-6.543252357
157,-17.80309052,-19.83788925,-20.83249184,-19.59536069,-18.65201508,-18.30581405,-18.8937972,-18.36969798,-18.17374414,-17.86264389,-18.33814292,-17.43072191,-16.73950256,-16.37763232,-7.229763652,-7.59513216,-8.510217885,-7.957765891,-7.023962184,-5.878760123,-7.109520248,-6.843465466,-5.725395577,-4.642717189,-5.027090541,-5.353254622,-5.578240929,-6.375505782
158,-17.17499288,-18.45784919,-19.51884131,-19.0041933,-18.08082704,-16.97452635,-17.36260301,-17.48227475,-17.9516126,-17.46161345,-16.57885643,-16.08359485,-15.99662936,-17.07691054,-7.734769121,-7.60064024,-8.175075379,-8.006838493,-7.030537722,-5.935773385,-6.499494127,-7.09137811,-7.044801122,-6.048437233,-5.208760236,-5.676370931,-6.279697635,-7.432915
159,-18.32967641,-19.90991667,-21.02520146,-20.29195777,-18.72931726,-16.92618031,-17.65273712,-18.25712454,-18.8237842,-18.05965446,-17.91331483,-17.20505836,-16.45423645,-15.88535236,-7.306519641,-7.978647044,-9.034544228,-8.711669817,-7.134674408,-5.621679161,-6.374809298,-6.475421496,-6.310017726,-5.005155553,-5.190865164,-5.34618855,-6.065134422,-6.629182777
160,-17.35004009,-18.54546883,-20.25657401,-19.8924003,-19.08643982,-17.46353119,-18.39057766,-18.236794,-18.652275,-18.09018758,-18.23344834,-17.86995959,-17.2488453,-16.40844138,-7.268398047,-7.49926109,-9.070641766,-8.672827727,-6.759579561,-4.392941625,-6.682145678,-7.694521092,-7.060301189,-5.105289632,-5.849077486,-5.636393004,-5.756888604,-6.100289362
161,-17.88135857,-18.84754154,-19.02851653,-18.70377548,-17.72587037,-16.91122822,-17.35418992,-17.85248753,-17.91590606,-17.40343377,-17.40132234,-16.99722808,-16.12985062,-15.85330922,-7.141935173,-7.347624763,-7.928914692,-8.228659131,-7.340393535,-5.874485832,-6.851843217,-7.098881014,-6.261744689,-5.132797818,-5.712523732,-5.702986672,-5.75033937,-6.332334198
162,-17.60441154,-18.53164801,-20.11585966,-19.74872697,-17.80072443,-16.47293562,-17.56051467,-17.96472017,-18.2754729,-18.10636064,-17.63304798,-16.4400675,-16.24344732,-16.70389701,-8.273698261,-7.973631844,-8.577123689,-8.379540581,-7.479051931,-5.871706151,-7.207059134,-7.415943576,-6.440584567,-4.670913802,-4.358770044,-4.686621169,-5.987920262,-7.589041441
163,-17.41047589,-18.44435768,-19.77052872,-19.94165484,-18.62128877,-17.11992196,-17.34580617,-17.13133828,-17.203397,-17.13105422,-17.2742215,-16.81291749,-16.73498055,-16.86196429,-7.422672512,-7.834610541,-8.503228758,-8.598126761,-6.743343921,-5.261210081,-6.34793023,-8.121741947,-7.262791883,-5.364122198,-4.537887076,-5.706524577,-6.546236892,-7.148114208
164,-18.24022974,-19.00276923,-20.62450096,-20.64814484,-19.35419258,-17.3510599,-17.8354097,-17.87658969,-18.23454595,-17.62801007,-17.32945518,-16.47360035,-16.40575926,-17.08333527,-8.241509857,-8.139380501,-8.847923355,-8.762205536,-7.568105387,-6.213048688,-6.921588142,-7.048272596,-6.796050764,-5.357324995,-4.712591715,-4.671321588,-5.667355247,-6.87277809
165,-18.61991958,-19.44908232,-21.11028663,-20.09053791,-18.40853692,-16.20816834,-17.97982408,-18.26955331,-18.16952693,-17.12246772,-17.23261503,-16.48996051,-15.93115219,-16.10277346,-7.031606726,-7.578946585,-8.265288624,-8.425252582,-7.025501899,-5.039375748,-6.238369733,-7.692520085,-7.057481035,-4.648657719,-4.178054368,-4.474440006,-5.794060923,-6.797596407
166,-17.18115538,-18.31390347,-19.04585418,-18.79290394,-17.58331993,-16.65232332,-17.65588093,-17.90359781,-17.82909808,-17.4991418,-17.42450618,-16.50979937,-15.9523632,-16.14186793,-7.708516328,-7.341509621,-8.621114021,-8.64155876,-6.642680201,-4.946002535,-6.994585453,-7.298288294,-6.225953227,-4.79674953,-5.408320188,-5.149161041,-5.515044632,-6.335564308
167,-17.55867615,-18.84849971,-20.50635482,-19.9796447,-18.81871583,-17.02096684,-17.59526971,-17.84619395,-18.40069886,-17.46161301,-17.33495679,-16.8051848,-16.62007442,-16.75102944,-6.518287371,-7.44781046,-8.634680123,-8.334231386,-6.646106503,-5.723568993,-6.785673884,-7.052910201,-6.230906913,-4.802897082,-4.636884242,-5.14123283,-6.436348195,-8.186027919
168,-17.30360766,-18.25468813,-19.84750665,-20.14220483,-18.92863587,-17.6287061,-17.9175391,-17.95903498,-18.10430145,-17.48194783,-17.18418275,-16.34056498,-15.78242827,-15.53947242,-6.810980943,-7.150413336,-8.532806023,-8.596234705,-6.923095808,-5.297599528,-6.164022341,-6.94364011,-6.734523274,-5.727905865,-5.516705204,-5.359411048,-5.538597444,-5.700490756
169,-17.53074187,-18.73062047,-20.00669492,-19.63917586,-18.85588454,-17.46202052,-17.45895098,-18.00118519,-18.52743947,-17.99335577,-16.91928845,-16.53490507,-16.04952619,-16.94123118,-6.756813233,-7.446210729,-8.436479135,-8.579427846,-7.329843887,-5.547805926,-5.615881343,-7.347545863,-7.92117308,-6.403357883,-5.097975323,-5.352619634,-6.002099766,-6.341672919
170,-18.22758112,-19.36668025,-20.176291,-18.82289058,-17.84950123,-16.33453154,-17.40123647,-17.162875,-17.37907299,-16.5454465,-17.17660057,-16.60544443,-16.34862202,-16.52822519,-7.503116353,-7.309837323,-8.488597875,-8.315900613,-7.793207895,-5.950324887,-7.087363156,-7.075409187,-6.336648205,-4.604502493,-5.187512653,-6.085029594,-6.467465462,-6.799537896
171,-17.75008945,-19.55365643,-20.56455335,-19.52909981,-18.07124072,-17.09294246,-18.49443374,-18.64147525,-18.51872868,-17.91177411,-17.71800102,-16.86146193,-16.05787239,-15.78792773,-7.517879239,-8.024737412,-9.141303629,-8.548966606,-6.971902841,-5.179747819,-7.310530353,-8.113886136,-7.319115118,-4.957863045,-4.830048287,-5.052665645,-5.755406017,-6.362151055
172,-17.53803944,-18.74783464,-20.00370786,-19.62845696,-18.20928772,-17.02477948,-17.86429622,-18.20497732,-18.25090614,-17.4048621,-17.37669507,-16.8830213,-16.42405828,-16.23581133,-7.800181234,-7.80076251,-8.865605188,-8.569187195,-7.045396291,-5.585687195,-6.565045574,-6.917922666,-6.482576704,-5.429621611,-5.424469451,-5.60843821,-6.239253526,-7.161899718
173,-16.93408053,-18.07686737,-19.52870185,-19.29898973,-18.800368,-17.60909758,-17.53351237,-17.123762,-17.5653617,-17.66325099,-17.39771548,-16.63498071,-16.05274813,-16.16490397,-7.561404479,-7.469050429,-8.515594253,-7.925579401,-7.081505115,-6.236421538,-6.958262998,-6.763482328,-6.430844811,-5.837270959,-5.775966144,-5.630975511,-5.855318242,-6.916587657
174,-18.76766575,-19.8791343,-20.71099559,-20.67899854,-18.60337821,-17.4405151,-17.74727018,-18.63284635,-17.94562531,-17.49648855,-17.10611504,-16.34770536,-15.59260071,-16.07055662,-7.527371437,-7.320058467,-7.966047016,-8.402308646,-7.333206949,-6.127830009,-6.781872067,-7.81672252,-6.859217807,-5.956703458,-5.585629102,-5.957527995,-6.067074189,-6.691526126
175,-17.48686945,-18.84590023,-19.91478961,-19.52113003,-18.15539051,-17.17588582,-17.38194315,-18.10579036,-17.8725399,-16.67842761,-16.20809388,-16.06991009,-15.9817468,-16.39988253,-7.008098869,-7.547071223,-8.254806921,-8.050229428,-7.195499981,-6.391143439,-6.547640995,-7.224323135,-6.899503496,-5.849345837,-5.41053835,-5.832978665,-6.393214587,-7.199665188
176,-17.48621316,-18.1292719,-19.35816332,-19.15655108,-18.42646521,-17.27264734,-17.99160801,-18.14771327,-18.40954364,-17.49542501,-17.61892549,-16.73013563,-16.3180295,-15.89099881,-8.155638832,-8.057620794,-8.918486957,-8.562253346,-7.363049415,-6.05366651,-6.879841394,-6.868852333,-6.331665783,-4.96410837,-5.127702433,-5.293832592,-6.03471782,-6.674198677
177,-17.15425024,-18.42194964,-20.25465424,-19.92607802,-18.97854364,-17.45383946,-18.12787599,-17.62363755,-18.26092301,-18.3658663,-18.04534622,-17.46041389,-16.8289169,-16.26305726,-6.787469675,-7.56926496,-9.065723135,-8.433413361,-7.308913893,-5.977635182,-6.937915928,-6.39511036,-5.630528586,-4.491153451,-4.970833035,-5.23303991,-5.612100011,-5.954541434
178,-16.52105469,-18.00616382,-19.65024722,-20.55242759,-19.35497008,-17.39495195,-17.31079105,-17.98407316,-18.37167467,-17.79482472,-18.12914986,-17.14177761,-16.10025374,-15.62196539,-6.13911246,-6.899452287,-7.885945335,-8.573647167,-7.981424726,-5.672653953,-5.927996394,-6.597625559,-6.637682056,-5.020081175,-5.022904454,-5.260860131,-6.297107817,-7.088030539
179,-17.15803686,-18.27678749,-20.56075233,-20.27053625,-18.85457035,-17.18442581,-18.07885392,-18.39616057,-18.53090888,-17.79595373,-17.20058988,-16.67994805,-16.07843416,-15.84189487,-6.990696729,-7.610564874,-9.25655086,-8.799155673,-7.533129048,-5.377738234,-6.503333847,-7.632072977,-6.958620351,-4.879277873,-4.141105804,-5.365710039,-5.864750158,-6.823356039
180,-18.38728485,-19.09449001,-19.98899184,-19.30894819,-18.83567842,-17.98737486,-18.52368686,-18.21859332,-18.49348994,-17.83272693,-17.36894494,-16.06660456,-15.67274983,-15.31503178,-7.892493951,-7.706835649,-8.468711601,-8.620660855,-7.761299814,-6.21034651,-6.955938354,-7.222855868,-6.422091522,-5.377554637,-5.224861516,-5.176101353,-6.13767256,-7.027197721
181,-17.37113999,-18.73932936,-19.73568697,-19.75213513,-18.83935555,-17.37602562,-17.72233385,-17.92891842,-18.42628423,-17.84871463,-17.53627986,-17.00589914,-16.96761801,-17.33249702,-7.481013735,-7.512726949,-8.244814977,-8.188694114,-7.062529295,-5.2979395,-6.946142743,-7.57883657,-7.192518093,-5.454864349,-5.504248935,-5.4230943,-6.034521849,-6.788005996
182,-17.95409911,-18.44808504,-19.75772002,-19.36741426,-18.59314852,-16.95130219,-18.3138355,-18.61767641,-19.09644149,-17.96635406,-17.93361936,-16.96376968,-16.10435368,-16.02940481,-7.388585155,-7.374049744,-8.844952703,-8.214612687,-6.226621145,-4.295786292,-6.653737064,-7.802314454,-7.387872893,-5.268444887,-5.348065732,-5.533960511,-5.825384483,-6.594886445
183,-17.87510961,-18.75378628,-19.62994356,-19.27675651,-18.45052375,-17.15844344,-17.2928992,-17.82056612,-18.3171872,-17.82111866,-16.91232744,-16.49037498,-16.00341957,-16.37512472,-7.431390428,-7.707338178,-8.401228845,-8.18367911,-7.411442551,-6.33294956,-6.44313513,-6.183907972,-5.83467658,-4.600860787,-4.024426273,-4.954211079,-6.441450128,-7.806341766
184,-18.32989475,-19.70721148,-20.16136201,-19.0244987,-17.63731671,-16.27178189,-16.78062099,-17.26646611,-17.96928549,-17.65524667,-17.30693911,-16.62289963,-16.6076558,-16.72187647,-7.315556111,-7.810602033,-8.380309836,-8.123734073,-7.164326052,-5.795239251,-6.145434673,-6.26856253,-6.596908895,-5.717671963,-5.355242807,-5.53059357,-6.542645625,-7.483926099
185,-17.63115423,-18.87033886,-20.28907172,-19.52899816,-17.94262518,-16.21240859,-16.94726027,-17.29998152,-17.36938079,-16.76611114,-17.15013654,-16.40030114,-16.00612208,-15.7360791,-7.324464978,-7.740051393,-9.002407089,-8.882098809,-7.472352283,-5.722046221,-6.443664449,-6.164259701,-5.766453383,-5.052186167,-5.436323066,-5.481429255,-6.48849927,-7.598117397
186,-17.51604146,-18.6932818,-19.55506932,-18.8874765,-17.63111174,-16.23114967,-16.79877935,-17.56269273,-18.01140234,-17.17044294,-16.61005789,-16.77827755,-16.70153337,-16.77108552,-7.454114267,-7.799004135,-8.432110514,-8.300867419,-7.663584631,-6.6302732,-6.693290032,-6.870995555,-6.919328515,-5.910353735,-5.420617185,-5.387982412,-5.680457585,-6.293337937
187,-16.88209398,-18.93556864,-21.06305534,-20.76073879,-17.88509051,-17.01144198,-18.23725747,-19.13553548,-18.81150635,-18.33064044,-17.96030948,-16.91367016,-16.08665859,-16.37093466,-7.646088071,-8.064217334,-8.752448521,-8.001629463,-5.999040875,-4.744480823,-6.286432923,-6.797347206,-5.717403039,-4.838606626,-5.075946193,-5.218313431,-5.435358179,-6.669742007
188,-17.66716158,-19.22599701,-20.38533019,-19.6088035,-17.59067328,-16.64917245,-17.92519412,-18.04541487,-18.22402798,-17.82544537,-17.50699354,-16.55960492,-16.86817795,-17.71164689,-7.357700455,-7.791866332,-8.772729067,-8.301880426,-6.717699552,-5.538855616,-7.207650738,-7.638838768,-7.296089895,-5.621181655,-5.29501885,-5.145291917,-6.220444703,-7.027142926
189,-16.91254111,-18.28580076,-19.92497537,-19.46095031,-17.84960308,-16.73896895,-17.74448785,-17.73737161,-17.28985402,-16.9293479,-16.88836297,-16.61773557,-16.03604799,-15.73744774,-8.034373009,-8.023434664,-8.954330174,-8.400554488,-6.893720366,-5.263522076,-6.773660631,-6.979060831,-6.597369553,-5.611682223,-5.359178295,-5.309433756,-6.126876742,-6.924029059
190,-18.41444723,-19.33395293,-19.85483912,-19.13813,-18.17431709,-17.19963429,-17.39469399,-17.71800904,-17.92420763,-18.04559735,-17.48201908,-16.36182411,-15.74745519,-16.35979132,-7.145283835,-7.442194518,-8.226667604,-8.004634968,-6.841066141,-5.690686697,-6.301155245,-6.590194174,-5.893457808,-5.245866115,-5.288669227,-5.440590085,-5.720092887,-6.557276108
191,-18.24193359,-19.42673735,-19.71445431,-19.53844577,-17.67094377,-16.42278216,-17.12978221,-17.20441464,-17.41690798,-16.88155232,-16.82415809,-16.35957697,-16.00037992,-15.51835403,-7.230266271,-7.054151516,-8.277608062,-8.97270409,-7.272410609,-5.310203244,-6.083643847,-6.528115729,-6.615213796,-5.532081181,-4.899204641,-5.305073657,-6.592922739,-7.416763899
192,-17.35353219,-19.0175044,-20.83939999,-20.31855539,-19.61795692,-18.24417293,-18.96647318,-18.68219278,-18.15180436,-17.34913776,-17.61666996,-16.69030588,-16.02053947,-15.99953883,-6.87309489,-8.100396094,-9.252143274,-8.715173538,-7.340686291,-6.058905932,-7.135461815,-7.106093048,-6.246429837,-5.561240181,-5.472692596,-5.409486212,-6.023470687,-7.136479478
193,-17.35739489,-18.35842662,-19.2194004,-18.82913487,-18.14780463,-17.17735298,-17.48285192,-17.71668407,-17.97994374,-17.92449886,-17.24303308,-16.15803612,-15.84774391,-16.45930824,-7.324632766,-7.597628493,-8.353431634,-8.161166601,-7.378596685,-6.213380905,-6.678415942,-6.554471664,-6.032866646,-5.435451523,-5.557780661,-5.69737867,-6.275640181,-7.203185625
194,-18.79170357,-19.45531818,-20.35521262,-19.76499378,-18.59863203,-16.49475634,-17.54991248,-18.32072322,-18.56376389,-17.98247584,-18.07660135,-16.96742633,-16.32853328,-16.48413035,-8.170978557,-7.402097905,-8.459540227,-8.789875139,-7.681126724,-5.100445768,-6.06046456,-6.864835419,-6.547809532,-5.021155503,-4.49441493,-5.307291315,-6.24735456,-7.119567023
195,-17.39856429,-18.63756678,-19.64077233,-19.34355439,-18.31510118,-16.89774918,-17.13844257,-17.22195376,-17.83049619,-17.40880632,-17.0852461,-16.68573547,-17.08154548,-17.58254693,-7.176697324,-7.60306588,-8.544591453,-8.3759025,-7.53519979,-5.909430239,-7.256557265,-7.106545791,-6.242051051,-4.623023994,-5.164941645,-5.608824913,-6.84563282,-7.85564109
196,-17.18690922,-18.77489426,-21.01141234,-20.39462152,-19.09920223,-16.64811363,-17.87504257,-17.7463163,-17.84225719,-16.52643672,-16.96097596,-16.48951185,-16.24708221,-16.50505181,-7.322945202,-7.738784125,-9.206406434,-8.653090271,-6.867847439,-4.945862479,-6.180607255,-6.860815332,-7.028568347,-5.689930117,-5.218341533,-4.824320485,-5.743998961,-6.537369884
197,-17.3042734,-19.09393792,-20.50370065,-19.88606637,-18.4188547,-17.52576469,-18.21078373,-18.34220968,-18.26389353,-17.88162072,-17.71250271,-17.25744452,-17.44045228,-17.52901052,-6.718025012,-7.640998571,-8.782205912,-8.682737213,-7.201759991,-5.66671921,-6.746155276,-6.804830863,-5.767925426,-4.815002721,-4.955494595,-5.252392412,-6.327379427,-6.961217986
198,-17.94409162,-19.31753591,-20.80785337,-19.80539791,-18.04312459,-16.60395264,-17.82140817,-18.2460923,-18.70412369,-17.79582641,-17.53768277,-16.6401483,-15.93901769,-15.77450058,-7.997732878,-7.539346427,-8.963795852,-8.700123188,-7.354579057,-5.266111133,-6.823787133,-6.967908906,-6.186814002,-4.496572775,-4.60675482,-4.823733842,-5.7069864,-6.910862554
199,-17.28992038,-18.73841413,-20.51728538,-20.10477604,-19.34220453,-17.69175808,-17.85677696,-17.34048005,-17.9703787,-17.31303752,-16.98072423,-16.3356031,-15.96235939,-16.00277672,-7.168128733,-6.982091604,-8.433603897,-7.984650872,-6.756454944,-5.330531074,-6.925668794,-6.593582704,-6.345152585,-5.226997018,-5.395183784,-5.09779195,-5.621498234,-6.246192165
